tenure,MonthlyCharges,Contract,OnlineSecurity,PaymentMethod,CLV
31,90.7,1,0,2,2811.7000000000003
38,95.0,1,2,1,3610.0
1,88.35,0,0,2,88.35
2,30.25,0,0,3,60.5
12,49.85,0,0,0,598.2
9,93.0,0,2,0,837.0
11,54.55,0,0,2,600.05
6,19.7,0,1,3,118.19999999999999
71,84.8,1,2,0,6020.8
42,94.45,1,2,1,3966.9
8,94.2,0,0,2,753.6
5,96.25,0,0,2,481.25
2,70.7,0,0,2,141.4
45,20.85,2,1,3,938.2500000000001
28,60.0,1,0,1,1680.0
43,80.45,0,0,2,3459.35
60,84.95,2,2,2,5097.0
42,33.55,1,0,3,1409.1
7,49.65,2,2,1,347.55
25,20.2,1,1,0,505.0
40,94.55,0,0,1,3782.0
27,100.5,1,0,0,2713.5
10,35.75,0,0,2,357.5
27,86.45,0,0,0,2334.15
11,53.8,1,0,0,591.8
4,38.55,0,2,1,154.2
68,39.9,0,0,0,2713.2
1,70.05,0,0,2,70.05
18,20.1,1,1,3,361.8
57,112.95,2,2,0,6438.150000000001
26,20.3,0,1,2,527.8000000000001
17,35.65,0,0,1,606.05
1,35.9,0,0,2,35.9
38,99.25,0,0,0,3771.5
59,82.95,1,2,1,4894.05
30,55.65,2,2,3,1669.5
2,24.45,0,0,3,48.9
50,25.2,1,1,2,1260.0
9,50.8,1,2,3,457.2
3,19.65,0,1,3,58.949999999999996
14,59.8,0,0,1,837.1999999999999
31,73.55,0,2,1,2280.0499999999997
7,61.4,0,2,2,429.8
8,103.35,0,2,0,826.8
17,19.9,1,1,0,338.29999999999995
32,19.45,0,1,1,622.4
2,81.5,0,0,3,163.0
7,84.8,0,0,2,593.6
72,109.55,2,2,1,7887.599999999999
31,99.95,0,0,2,3098.4500000000003
27,74.4,0,2,3,2008.8000000000002
18,90.0,0,0,1,1620.0
7,74.9,0,0,2,524.3000000000001
14,104.85,0,0,2,1467.8999999999999
11,59.65,0,0,0,656.15
72,110.45,2,2,0,7952.400000000001
28,106.1,1,2,2,2970.7999999999997
15,74.2,0,0,1,1113.0
4,74.45,0,0,2,297.8
71,24.55,2,1,2,1743.05
5,89.35,0,0,2,446.75
47,24.55,2,1,3,1153.8500000000001
57,90.65,1,0,2,5167.05
50,105.05,2,2,1,5252.5
8,20.45,0,1,1,163.6
48,19.55,2,1,3,938.4000000000001
70,19.7,1,1,0,1379.0
1,70.45,0,2,0,70.45
8,85.65,0,0,0,685.2
1,77.15,0,0,2,77.15
1,35.25,0,0,0,35.25
60,20.55,2,1,3,1233.0
49,97.95,1,0,2,4799.55
4,48.55,0,0,2,194.2
29,20.0,1,1,3,580.0
67,25.25,2,1,1,1691.75
53,98.4,0,0,1,5215.200000000001
67,70.9,2,2,1,4750.3
6,19.85,0,1,3,119.10000000000001
47,106.35,0,0,2,4998.45
53,99.5,2,2,3,5273.5
69,84.7,2,2,3,5844.3
3,86.05,0,2,3,258.15
4,44.55,0,0,3,178.2
56,75.85,2,2,1,4247.599999999999
59,93.85,0,0,0,5537.15
61,25.0,2,1,0,1525.0
2,45.0,0,0,2,90.0
46,100.7,0,2,2,4632.2
12,20.5,0,1,3,246.0
14,80.45,0,0,2,1126.3
28,90.45,1,0,2,2532.6
24,60.45,0,2,0,1450.8000000000002
31,55.25,0,0,2,1712.75
68,78.45,1,2,2,5334.6
39,100.55,2,0,3,3921.45
42,20.35,0,1,1,854.7
13,54.45,0,2,2,707.85
6,90.75,0,0,2,544.5
35,75.35,0,0,1,2637.25
38,20.25,1,1,1,769.5
18,20.05,2,1,1,360.90000000000003
4,19.6,0,1,3,78.4
27,53.8,0,0,2,1452.6
41,70.2,1,2,3,2878.2000000000003
50,75.5,1,2,2,3775.0
72,20.35,2,1,2,1465.2
70,26.05,1,1,1,1823.5
44,20.6,1,1,0,906.4000000000001
2,75.7,0,2,2,151.4
34,20.1,1,1,0,683.4000000000001
72,24.3,2,1,0,1749.6000000000001
71,24.5,2,1,2,1739.5
64,110.5,2,0,1,7072.0
72,25.25,2,1,0,1818.0
1,74.25,0,0,3,74.25
29,90.1,1,2,0,2612.8999999999996
23,68.75,1,2,0,1581.25
52,19.2,2,1,3,998.4
25,89.7,0,0,2,2242.5
64,115.1,2,2,0,7366.4
16,96.4,0,0,2,1542.4
1,69.5,0,0,0,69.5
24,99.65,0,0,0,2391.6000000000004
2,91.45,0,0,2,182.9
34,84.75,2,2,3,2881.5
36,85.25,0,0,1,3069.0
53,78.75,1,0,3,4173.75
47,20.25,2,1,1,951.75
72,19.9,2,1,1,1432.8
72,97.75,2,2,1,7038.0
1,19.4,0,1,3,19.4
9,83.3,0,0,2,749.6999999999999
8,80.1,0,0,0,640.8
45,62.7,1,2,1,2821.5
7,100.4,0,0,2,702.8000000000001
71,24.45,2,1,1,1735.95
41,101.1,1,0,0,4145.099999999999
67,50.9,2,2,1,3410.2999999999997
69,107.2,1,2,1,7396.8
70,92.2,2,2,0,6454.0
25,25.3,1,1,0,632.5
72,113.4,2,2,0,8164.8
34,40.55,2,0,2,1378.6999999999998
65,26.0,2,1,1,1690.0
70,111.95,2,2,1,7836.5
72,53.8,2,2,1,3873.6
35,72.1,1,0,3,2523.5
13,98.15,0,2,3,1275.95
12,78.85,1,2,2,946.1999999999999
62,70.75,1,2,0,4386.5
25,76.15,0,2,1,1903.7500000000002
52,39.1,2,2,3,2033.2
8,69.95,0,0,1,559.6
2,20.05,0,1,3,40.1
56,20.05,2,1,3,1122.8
12,19.45,0,1,0,233.39999999999998
47,26.9,1,1,2,1264.3
2,19.2,0,1,2,38.4
18,50.0,0,0,3,900.0
8,60.0,0,2,2,480.0
45,84.55,0,2,3,3804.75
3,45.45,0,0,3,136.35000000000002
38,20.05,1,1,3,761.9
72,115.55,2,2,2,8319.6
46,93.7,0,2,2,4310.2
71,99.0,2,2,1,7029.0
66,50.55,2,0,0,3336.2999999999997
25,105.95,0,0,3,2648.75
18,82.0,1,0,1,1476.0
13,25.0,2,1,0,325.0
65,91.55,2,2,0,5950.75
60,95.75,0,0,2,5745.0
15,19.35,2,1,3,290.25
72,24.85,2,1,1,1789.2
30,94.05,0,0,1,2821.5
42,100.4,2,0,2,4216.8
71,25.0,2,1,0,1775.0
1,54.75,0,0,3,54.75
39,95.65,0,0,0,3730.3500000000004
35,19.25,0,1,0,673.75
53,108.25,0,0,0,5737.25
1,94.6,0,0,2,94.6
31,98.9,0,0,2,3065.9
48,20.15,2,1,1,967.1999999999999
30,101.3,0,0,2,3039.0
10,20.0,0,1,1,200.0
12,105.3,0,0,2,1263.6
57,69.85,2,2,0,3981.45
58,65.25,0,2,1,3784.5
37,19.8,2,1,3,732.6
44,19.6,0,1,3,862.4000000000001
27,20.05,1,1,1,541.35
8,49.4,0,0,2,395.2
3,76.05,0,0,2,228.14999999999998
25,88.4,0,0,0,2210.0
57,100.6,0,0,2,5734.2
12,19.45,0,1,3,233.39999999999998
62,20.3,2,1,0,1258.6000000000001
65,107.65,2,0,0,6997.25
71,80.45,2,0,0,5711.95
21,58.85,1,0,1,1235.8500000000001
71,109.6,1,2,2,7781.599999999999
7,75.15,0,0,2,526.0500000000001
72,73.0,2,2,1,5256.0
1,70.1,0,0,2,70.1
72,98.65,2,0,0,7102.8
64,111.45,1,0,2,7132.8
72,114.9,2,2,2,8272.800000000001
29,100.55,0,0,0,2915.95
13,20.4,2,1,3,265.2
31,104.35,0,2,2,3234.85
1,69.75,0,0,2,69.75
7,34.5,0,2,2,241.5
61,105.55,0,0,2,6438.55
39,30.1,0,0,1,1173.9
10,70.3,0,0,2,703.0
14,80.45,0,0,1,1126.3
1,80.2,0,0,3,80.2
67,94.35,1,2,1,6321.45
72,91.35,2,2,0,6577.2
6,44.6,0,0,0,267.6
1,19.6,0,1,3,19.6
25,19.9,1,1,2,497.49999999999994
33,110.45,0,0,2,3644.85
18,68.35,0,2,2,1230.3
71,79.1,2,0,1,5616.099999999999
28,51.0,1,0,2,1428.0
2,80.55,0,2,1,161.1
17,66.7,0,0,3,1133.9
56,86.4,0,2,2,4838.400000000001
60,50.05,1,2,2,3003.0
33,25.7,2,1,1,848.1
1,83.4,0,2,3,83.4
2,70.7,0,0,1,141.4
63,84.65,2,2,1,5332.950000000001
7,99.25,0,0,2,694.75
55,64.75,2,0,3,3561.25
65,100.15,1,2,0,6509.75
1,84.8,0,0,2,84.8
63,25.25,2,1,3,1590.75
70,113.0,2,2,1,7910.0
36,40.65,2,2,1,1463.3999999999999
52,105.0,1,0,0,5460.0
22,54.45,0,2,2,1197.9
22,94.95,0,0,0,2088.9
5,59.9,0,2,1,299.5
47,85.3,0,0,2,4009.1
33,83.35,0,0,2,2750.5499999999997
18,33.5,0,0,1,603.0
1,19.8,0,1,1,19.8
56,81.8,2,0,1,4580.8
2,20.0,0,1,3,40.0
35,59.6,0,2,2,2086.0
64,25.0,2,1,1,1600.0
15,84.35,0,2,1,1265.25
24,90.35,0,0,2,2168.3999999999996
1,55.55,0,0,3,55.55
70,75.35,2,2,1,5274.5
1,90.75,0,0,2,90.75
4,89.6,0,0,3,358.4
39,59.3,1,0,2,2312.7
29,66.1,0,2,2,1916.8999999999999
14,18.8,2,1,3,263.2
61,86.45,2,2,1,5273.45
13,52.1,0,2,1,677.3000000000001
66,47.4,2,2,3,3128.4
2,49.25,0,0,2,98.5
59,109.15,1,2,1,6439.85
62,94.95,1,2,1,5886.900000000001
33,93.55,1,2,2,3087.15
66,79.5,2,0,1,5247.0
72,115.05,2,2,1,8283.6
1,19.75,0,1,3,19.75
19,95.15,0,2,2,1807.8500000000001
51,95.15,1,2,3,4852.650000000001
63,105.4,0,0,2,6640.200000000001
27,20.1,1,1,0,542.7
22,101.35,0,2,0,2229.7
4,20.05,0,1,3,80.2
42,20.7,2,1,3,869.4
29,20.35,1,1,3,590.1500000000001
4,70.05,0,0,1,280.2
30,19.7,1,1,3,591.0
4,74.65,0,0,2,298.6
71,85.45,2,2,0,6066.95
46,40.4,2,2,1,1858.3999999999999
4,50.4,0,0,3,201.6
7,79.65,0,2,3,557.5500000000001
69,105.2,1,0,0,7258.8
72,100.65,2,2,0,7246.8
19,79.85,0,0,2,1517.1499999999999
28,91.0,0,0,2,2548.0
5,78.75,0,0,2,393.75
72,116.75,2,2,1,8406.0
8,80.45,0,0,1,643.6
7,59.1,1,2,2,413.7
22,49.8,0,2,2,1095.6
72,19.3,2,1,0,1389.6000000000001
8,19.65,0,1,1,157.2
52,81.4,1,2,1,4232.8
68,38.9,2,2,3,2645.2
71,87.95,2,2,0,6244.45
2,19.85,0,1,3,39.7
34,96.35,0,0,2,3275.8999999999996
35,24.15,0,0,2,845.25
61,19.1,1,1,1,1165.1000000000001
1,44.0,0,0,2,44.0
1,50.1,0,0,3,50.1
53,60.6,1,0,1,3211.8
72,25.65,2,1,0,1846.8
2,76.4,0,0,2,152.8
3,98.7,0,0,2,296.1
13,100.8,0,2,2,1310.3999999999999
41,53.95,0,0,2,2211.9500000000003
24,20.4,1,1,1,489.59999999999997
28,90.1,1,0,0,2522.7999999999997
8,29.35,0,2,3,234.8
1,20.45,0,1,3,20.45
54,95.1,2,0,0,5135.4
41,25.25,0,1,0,1035.25
19,44.9,0,0,3,853.1
72,92.65,2,2,0,6670.8
62,43.7,2,2,0,2709.4
56,72.6,2,2,1,4065.5999999999995
15,51.55,0,0,2,773.25
10,79.25,0,0,2,792.5
32,18.95,2,1,3,606.4
21,20.5,0,1,1,430.5
62,19.95,1,1,0,1236.8999999999999
2,24.5,0,0,2,49.0
27,20.6,2,1,3,556.2
5,94.85,0,0,0,474.25
25,61.05,1,2,2,1526.25
2,85.7,0,0,2,171.4
49,106.65,1,0,0,5225.85
63,108.25,0,2,1,6819.75
4,20.4,0,1,1,81.6
1,55.3,0,0,3,55.3
11,20.25,0,1,3,222.75
52,72.95,0,0,0,3793.4
60,89.45,0,0,2,5367.0
64,104.65,1,0,1,6697.6
43,75.2,2,2,0,3233.6
61,101.15,1,0,0,6170.150000000001
1,44.4,0,0,3,44.4
5,89.5,0,0,2,447.5
66,68.75,2,2,0,4537.5
67,111.05,2,2,2,7440.349999999999
42,99.0,2,0,1,4158.0
1,86.05,0,0,2,86.05
31,21.0,2,1,3,651.0
7,19.4,0,1,3,135.79999999999998
4,44.55,0,0,2,178.2
34,77.2,1,0,0,2624.8
3,19.45,1,1,3,58.349999999999994
19,24.85,0,0,3,472.15000000000003
31,35.4,0,2,0,1097.3999999999999
1,95.65,0,0,3,95.65
3,41.35,0,2,3,124.05000000000001
46,19.6,0,1,2,901.6
1,20.95,0,1,3,20.95
69,84.45,1,2,0,5827.05
5,20.25,0,1,3,101.25
1,19.65,0,1,0,19.65
26,20.65,1,1,1,536.9
10,34.7,0,0,2,347.0
25,99.3,2,0,0,2482.5
64,81.05,0,2,2,5187.2
30,67.6,0,2,2,2027.9999999999998
13,70.15,0,0,2,911.95
64,115.0,1,2,2,7360.0
46,84.8,0,0,0,3900.7999999999997
12,19.7,1,1,3,236.39999999999998
15,19.75,0,1,0,296.25
17,92.55,0,0,2,1573.35
13,63.15,0,2,3,820.9499999999999
67,74.0,2,2,1,4958.0
24,29.1,0,0,2,698.4000000000001
6,50.05,0,0,3,300.29999999999995
53,60.05,1,2,2,3182.6499999999996
16,74.3,0,0,1,1188.8
10,20.0,0,1,2,200.0
13,74.65,1,0,3,970.45
9,85.35,0,0,2,768.15
25,74.3,1,2,3,1857.5
7,44.4,0,0,2,310.8
38,85.4,2,2,0,3245.2000000000003
43,94.1,0,2,2,4046.2999999999997
4,98.1,0,0,0,392.4
25,108.9,2,0,2,2722.5
27,56.2,1,2,3,1517.4
72,26.1,2,1,3,1879.2
71,85.45,1,2,1,6066.95
24,88.95,0,0,1,2134.8
50,109.65,2,2,2,5482.5
57,74.35,2,2,0,4237.95
15,48.85,0,0,2,732.75
4,80.1,0,2,2,320.4
28,56.05,0,2,2,1569.3999999999999
9,74.55,0,0,2,670.9499999999999
55,89.8,0,2,0,4939.0
3,100.95,0,0,2,302.85
10,94.9,0,0,2,949.0
55,19.1,1,1,0,1050.5
20,20.35,0,1,3,407.0
62,106.05,1,0,1,6575.099999999999
32,104.9,0,0,2,3356.8
43,19.65,2,1,0,844.9499999999999
9,24.1,1,0,0,216.9
60,59.85,2,2,0,3591.0
58,86.1,2,2,2,4993.799999999999
7,19.45,1,1,3,136.15
2,97.1,0,2,2,194.2
37,36.65,0,0,2,1356.05
65,103.9,1,0,0,6753.5
39,19.75,2,1,3,770.25
66,104.05,1,0,2,6867.3
68,24.55,2,1,3,1669.4
62,48.7,2,2,0,3019.4
3,88.35,0,0,3,265.04999999999995
72,109.55,2,2,2,7887.599999999999
41,20.65,2,1,1,846.65
29,94.65,0,2,1,2744.8500000000004
4,55.2,0,2,2,220.8
53,24.05,1,1,0,1274.65
1,74.4,0,0,2,74.4
41,79.9,0,2,1,3275.9
39,20.45,2,1,0,797.55
63,19.25,2,1,3,1212.75
15,26.35,0,1,2,395.25
13,43.8,1,0,2,569.4
1,50.15,0,0,3,50.15
1,20.45,2,1,3,20.45
8,69.7,0,0,2,557.6
60,61.4,2,2,2,3684.0
12,98.1,0,0,2,1177.1999999999998
40,70.75,1,0,1,2830.0
66,61.15,2,2,0,4035.9
42,20.25,1,1,3,850.5
66,63.85,1,2,1,4214.1
49,98.7,0,0,2,4836.3
1,20.5,0,1,3,20.5
41,20.0,2,1,3,820.0
41,19.3,2,1,0,791.3000000000001
23,84.4,0,2,3,1941.2
3,25.1,0,0,2,75.30000000000001
4,48.25,0,2,3,193.0
52,19.85,2,1,3,1032.2
4,99.6,0,2,2,398.4
11,94.2,0,0,2,1036.2
2,62.15,0,2,3,124.3
26,79.3,0,0,0,2061.7999999999997
24,56.25,1,2,1,1350.0
12,20.3,0,1,3,243.60000000000002
60,99.0,0,0,2,5940.0
64,90.6,2,2,3,5798.4
66,85.9,2,2,0,5669.400000000001
60,79.2,1,0,0,4752.0
17,70.35,1,2,0,1195.9499999999998
42,19.35,2,1,3,812.7
1,50.15,0,0,2,50.15
47,63.8,2,0,0,2998.6
10,20.55,0,1,3,205.5
70,88.55,2,2,1,6198.5
67,101.4,0,0,1,6793.8
1,81.95,0,0,2,81.95
7,69.35,0,0,2,485.44999999999993
1,44.6,0,0,3,44.6
4,63.75,0,0,0,255.0
66,109.25,2,2,0,7210.5
12,84.6,0,0,2,1015.1999999999999
24,20.45,1,1,1,490.79999999999995
26,85.75,0,0,2,2229.5
6,91.1,0,0,2,546.5999999999999
57,107.95,2,0,2,6153.150000000001
14,86.1,0,0,2,1205.3999999999999
42,22.95,2,1,2,963.9
25,94.7,0,0,0,2367.5
64,19.45,2,1,1,1244.8
22,85.1,0,0,2,1872.1999999999998
19,19.7,1,1,1,374.3
61,99.15,0,0,2,6048.150000000001
22,87.0,0,0,0,1914.0
70,102.95,0,0,2,7206.5
12,79.95,0,0,0,959.4000000000001
31,64.0,1,2,2,1984.0
11,64.9,0,0,2,713.9000000000001
68,25.75,2,1,3,1751.0
72,90.15,2,2,0,6490.8
67,116.1,2,2,1,7778.7
60,104.95,0,2,0,6297.0
1,45.05,0,0,3,45.05
1,71.0,0,0,2,71.0
58,50.0,1,2,3,2900.0
47,70.55,0,0,0,3315.85
1,79.7,0,0,2,79.7
1,20.45,0,1,3,20.45
22,59.0,0,2,2,1298.0
48,60.35,1,2,1,2896.8
37,19.85,1,1,0,734.45
13,19.95,1,1,2,259.34999999999997
43,26.45,2,1,0,1137.35
6,63.4,2,2,3,380.4
71,53.95,2,2,0,3830.4500000000003
1,69.25,0,0,2,69.25
72,95.1,2,2,2,6847.2
6,74.1,0,2,2,444.59999999999997
12,35.5,0,0,3,426.0
25,70.95,0,0,3,1773.75
21,79.2,1,0,2,1663.2
6,48.8,0,0,3,292.79999999999995
20,89.0,0,0,3,1780.0
18,99.4,0,2,2,1789.2
43,55.45,1,0,2,2384.35
35,25.4,2,1,1,889.0
1,73.5,0,0,0,73.5
32,93.5,0,0,2,2992.0
52,63.9,2,2,1,3322.7999999999997
32,64.85,1,0,0,2075.2
72,63.8,2,2,0,4593.599999999999
51,44.45,0,2,1,2266.9500000000003
68,19.95,2,1,0,1356.6
8,43.35,0,0,3,346.8
49,49.65,2,0,1,2432.85
72,85.1,2,2,3,6127.2
9,95.5,0,0,2,859.5
28,92.35,0,2,3,2585.7999999999997
54,89.8,0,2,3,4849.2
11,74.55,0,0,2,820.05
50,103.05,1,0,3,5152.5
69,116.0,2,2,2,8004.0
1,69.9,0,0,2,69.9
68,95.1,2,2,0,6466.799999999999
40,40.25,1,2,3,1610.0
31,25.75,2,1,3,798.25
33,105.35,0,0,0,3476.5499999999997
55,113.6,2,0,2,6248.0
68,24.0,2,1,0,1632.0
12,19.4,0,1,0,232.79999999999998
71,86.1,2,2,0,6113.099999999999
40,102.65,0,0,3,4106.0
64,92.85,1,0,2,5942.4
53,97.75,1,0,0,5180.75
12,83.8,0,0,3,1005.5999999999999
53,54.45,0,0,2,2885.8500000000004
72,97.95,2,2,1,7052.400000000001
46,19.95,2,1,2,917.6999999999999
40,24.6,2,1,3,984.0
12,50.95,0,2,0,611.4000000000001
9,75.6,0,2,2,680.4
51,80.75,0,0,2,4118.25
49,90.4,0,0,1,4429.6
41,99.8,0,0,2,4091.7999999999997
56,60.25,1,2,1,3374.0
4,20.2,0,1,2,80.8
20,64.15,1,2,3,1283.0
26,20.25,0,1,1,526.5
20,105.85,0,0,0,2117.0
7,75.45,0,0,3,528.15
7,93.85,0,0,2,656.9499999999999
51,99.0,0,0,2,5049.0
4,80.3,0,0,3,321.2
1,19.55,0,1,1,19.55
27,100.75,0,2,2,2720.25
22,100.75,0,2,2,2216.5
12,53.75,0,0,3,645.0
3,31.0,0,0,3,93.0
34,25.6,1,1,1,870.4000000000001
24,58.35,1,2,2,1400.4
51,80.0,0,0,1,4080.0
14,46.35,0,0,2,648.9
59,113.75,2,2,2,6711.25
3,90.4,0,0,2,271.20000000000005
65,109.3,2,2,2,7104.5
5,70.25,0,0,3,351.25
59,90.3,2,2,1,5327.7
72,65.25,2,2,1,4698.0
62,100.15,0,0,2,6209.3
28,94.5,0,2,1,2646.0
3,60.65,0,0,3,181.95
19,24.1,0,1,1,457.90000000000003
1,19.5,0,1,3,19.5
24,85.95,0,0,2,2062.8
57,53.5,1,0,2,3049.5
72,25.45,2,1,1,1832.3999999999999
67,20.5,2,1,0,1373.5
52,20.85,1,1,1,1084.2
71,89.9,2,2,1,6382.900000000001
26,26.0,1,1,3,676.0
35,113.2,2,2,3,3962.0
55,69.05,2,0,1,3797.75
33,20.1,2,1,3,663.3000000000001
72,109.65,2,2,2,7894.8
1,19.2,0,1,3,19.2
10,33.9,0,0,3,339.0
37,90.0,0,0,2,3330.0
12,34.0,0,0,3,408.0
1,20.4,1,1,3,20.4
62,38.6,2,2,1,2393.2000000000003
1,25.25,0,0,0,25.25
18,60.6,0,2,3,1090.8
69,89.95,0,0,2,6206.55
2,74.75,0,0,2,149.5
19,20.6,0,1,3,391.40000000000003
12,84.45,0,0,2,1013.4000000000001
9,20.4,0,1,3,183.6
27,81.7,1,2,2,2205.9
27,79.5,0,0,2,2146.5
1,89.15,0,0,3,89.15
24,20.3,0,1,3,487.20000000000005
14,74.95,0,0,2,1049.3
32,74.4,0,0,2,2380.8
11,20.0,1,1,3,220.0
1,25.0,0,1,3,25.0
38,80.45,0,2,3,3057.1
9,19.75,2,1,3,177.75
54,65.65,2,2,1,3545.1000000000004
29,71.0,1,0,1,2059.0
44,89.2,0,0,2,3924.8
59,86.75,2,2,2,5118.25
3,55.3,0,0,2,165.89999999999998
18,61.5,1,2,3,1107.0
67,25.1,2,1,1,1681.7
22,55.15,0,0,2,1213.3
33,34.05,1,2,1,1123.6499999999999
5,19.95,0,1,3,99.75
2,19.95,0,1,3,39.9
72,89.7,2,2,1,6458.400000000001
9,20.4,0,1,3,183.6
67,26.3,2,1,3,1762.1000000000001
16,84.95,0,0,2,1359.2
8,20.7,0,1,3,165.6
5,43.25,0,2,3,216.25
23,48.35,1,0,1,1112.05
1,79.55,0,0,2,79.55
50,71.05,0,0,2,3552.5
17,19.45,2,1,1,330.65
68,110.8,2,2,0,7534.4
1,84.5,0,0,2,84.5
25,69.3,0,0,2,1732.5
67,49.35,1,2,0,3306.4500000000003
32,20.35,1,1,1,651.2
67,105.6,1,2,2,7075.2
72,64.45,2,2,1,4640.400000000001
71,108.6,2,0,1,7710.599999999999
1,49.9,0,0,2,49.9
46,30.3,0,0,0,1393.8
2,30.4,0,0,2,60.8
1,45.4,0,0,3,45.4
48,65.65,1,0,2,3151.2000000000003
61,103.3,1,0,0,6301.3
32,84.15,0,0,0,2692.8
2,44.45,0,0,2,88.9
3,19.75,0,1,2,59.25
5,85.4,0,0,1,427.0
71,89.9,2,2,0,6382.900000000001
37,55.05,0,2,3,2036.85
65,104.1,2,0,0,6766.5
67,106.6,1,0,0,7142.2
49,75.2,0,0,1,3684.8
50,70.5,2,2,1,3525.0
25,19.6,1,1,2,490.00000000000006
17,55.85,1,0,3,949.45
64,24.05,2,1,3,1539.2
25,38.1,1,0,1,952.5
23,106.4,0,0,2,2447.2000000000003
24,34.25,0,0,3,822.0
37,100.05,0,0,2,3701.85
21,68.65,0,0,2,1441.65
1,45.8,0,0,3,45.8
10,75.75,0,0,3,757.5
6,84.4,0,0,2,506.40000000000003
51,96.4,1,2,1,4916.400000000001
10,20.55,0,1,3,205.5
6,50.95,0,2,1,305.70000000000005
47,90.5,2,2,3,4253.5
61,79.4,1,2,2,4843.400000000001
52,58.75,2,2,0,3055.0
35,59.45,0,2,1,2080.75
71,105.7,1,0,0,7504.7
6,56.25,0,2,2,337.5
45,53.3,2,2,1,2398.5
2,85.55,0,0,2,171.1
4,68.65,0,0,0,274.6
2,24.3,0,0,3,48.6
4,77.85,0,0,2,311.4
51,59.9,1,2,1,3054.9
60,23.95,1,1,1,1437.0
9,20.15,1,1,3,181.35
3,105.35,0,0,0,316.04999999999995
17,95.65,0,0,0,1626.0500000000002
8,87.05,0,0,2,696.4
46,81.0,2,2,3,3726.0
68,82.45,2,2,1,5606.6
1,53.5,0,0,3,53.5
4,20.5,1,1,0,82.0
1,25.1,0,0,3,25.1
28,54.4,1,0,1,1523.2
39,58.6,1,0,1,2285.4
11,84.8,0,0,2,932.8
71,61.4,2,0,1,4359.4
2,20.4,0,1,3,40.8
30,79.65,0,0,3,2389.5
17,20.15,1,1,3,342.54999999999995
55,94.45,0,0,1,5194.75
58,79.8,0,2,0,4628.4
5,54.2,0,2,2,271.0
1,19.45,0,1,2,19.45
9,74.05,0,0,2,666.4499999999999
26,49.15,0,0,0,1277.8999999999999
50,19.4,2,1,1,969.9999999999999
72,113.65,2,2,0,8182.8
43,106.0,1,2,1,4558.0
56,25.95,2,1,0,1453.2
1,19.1,0,1,3,19.1
72,103.4,2,0,2,7444.8
72,100.55,2,2,0,7239.599999999999
36,95.4,0,0,2,3434.4
5,75.15,0,0,0,375.75
13,84.45,0,0,2,1097.8500000000001
44,89.15,1,0,1,3922.6000000000004
70,107.9,1,0,2,7553.0
44,19.5,1,1,1,858.0
32,85.95,0,0,1,2750.4
69,24.95,2,1,1,1721.55
16,59.4,0,0,2,950.4
68,19.5,1,1,0,1326.0
16,69.95,0,0,1,1119.2
68,82.85,2,2,0,5633.799999999999
4,19.0,0,1,3,76.0
26,38.85,0,2,1,1010.1
29,30.6,0,0,2,887.4000000000001
5,20.35,0,1,1,101.75
70,95.0,1,0,0,6650.0
24,74.4,1,2,0,1785.6000000000001
72,78.45,2,2,0,5648.400000000001
1,74.3,0,0,3,74.3
70,51.05,1,0,0,3573.5
36,19.2,0,1,0,691.1999999999999
38,99.55,0,0,2,3782.9
17,70.0,0,0,2,1190.0
41,109.1,1,0,0,4473.099999999999
1,45.3,0,0,2,45.3
2,29.85,0,0,0,59.7
14,76.45,0,0,2,1070.3
2,95.1,0,0,1,190.2
1,19.8,0,1,3,19.8
13,72.8,0,0,2,946.4
6,18.95,0,1,3,113.69999999999999
4,76.65,0,0,0,306.6
5,99.15,0,0,3,495.75
15,101.75,0,2,2,1526.25
47,75.45,0,2,1,3546.15
8,64.1,0,0,3,512.8
17,25.65,0,0,3,436.04999999999995
15,75.1,0,2,3,1126.5
26,95.85,1,2,0,2492.1
23,54.4,0,2,2,1251.2
4,72.75,0,0,2,291.0
29,19.85,1,1,3,575.6500000000001
25,19.05,0,1,3,476.25
9,44.95,0,0,3,404.55
18,49.55,0,0,3,891.9
3,94.85,0,0,2,284.54999999999995
69,46.25,2,2,0,3191.25
14,19.35,1,1,3,270.90000000000003
19,69.6,0,0,3,1322.3999999999999
39,90.7,0,0,2,3537.3
31,101.4,0,0,2,3143.4
24,20.25,1,1,3,486.0
14,48.8,0,0,0,683.1999999999999
64,74.35,2,2,3,4758.4
50,19.35,1,1,3,967.5000000000001
52,68.75,1,0,2,3575.0
28,100.2,1,0,2,2805.6
21,20.85,2,1,1,437.85
25,95.9,0,0,2,2397.5
17,19.35,1,1,3,328.95000000000005
58,45.0,1,0,1,2610.0
17,81.5,0,0,0,1385.5
51,25.5,2,1,3,1300.5
72,48.9,2,2,3,3520.7999999999997
52,84.1,0,2,2,4373.2
27,19.6,2,1,3,529.2
3,20.0,0,1,3,60.0
64,81.3,2,2,3,5203.2
45,95.2,2,0,1,4284.0
3,36.45,0,0,3,109.35000000000001
71,83.3,2,0,1,5914.3
1,25.05,0,0,3,25.05
58,20.3,2,1,1,1177.4
34,89.85,0,0,2,3054.8999999999996
8,49.85,0,2,2,398.8
15,19.8,0,1,3,297.0
66,54.65,2,0,0,3606.9
12,29.35,0,0,1,352.20000000000005
58,19.15,2,1,0,1110.6999999999998
3,19.1,2,1,3,57.300000000000004
